AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_Byte,2,11,2.45,12.1,36.8,13.34
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_Byte,2,10,2.4,12.1,33.6,13.18
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_DoubleWord,2,4,2.1,12,33,13.05
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_DoubleWord,3,10,3.35,12.1,40.6,13.52
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_HalfWord,2,4,2.1,3.9,12.2,4.32
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_HalfWord,2,4,2.1,3.7,12.2,4.13
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_Word,2,11,2.45,3.9,12.1,4.31
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Load_Aligned_Word,3,4,3.05,3.8,9.4,4.08
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_Byte,2,11,2.45,12.1,35.4,13.27
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_Byte,2,10,2.4,12.1,33.8,13.18
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_DoubleWord,2,4,2.1,12,33,13.05
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_DoubleWord,3,10,3.35,12.1,22.9,12.64
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_HalfWord,2,4,2.1,3.9,9.5,4.18
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_HalfWord,2,4,2.1,3.7,13.6,4.2
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_Word,2,11,2.45,3.9,11.5,4.28
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P01__CPU_P01,System__Board_B0__Cluster_C0__PE_P01__CPU_P01__Store_Aligned_Word,3,4,3.05,3.8,11.6,4.19
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_Byte,2,11,2.45,12.1,36.8,13.34
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_Byte,2,10,2.4,12.1,35.7,13.28
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_DoubleWord,2,4,2.1,12,33,13.05
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_DoubleWord,3,10,3.35,12.1,42.1,13.6
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_HalfWord,2,4,2.1,3.9,12.9,4.35
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_HalfWord,2,4,2.1,3.7,12.2,4.13
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_Word,2,11,2.45,3.9,10.7,4.24
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Load_Aligned_Word,3,4,3.05,3.8,8,4.01
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_Byte,2,11,2.45,12.1,34.9,13.24
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_Byte,2,10,2.4,12.1,33.6,13.18
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_DoubleWord,2,4,2.1,12,33.1,13.05
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_DoubleWord,3,14,3.55,12.1,40.8,13.53
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_HalfWord,2,4,2.1,3.9,9.4,4.18
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_HalfWord,2,4,2.1,3.7,8.1,3.92
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_Word,2,11,2.45,3.9,12.2,4.32
AS_exclusive_support_global_address_area,AS_exclusive_support_global_address_area__SS_CRAM_Bank0_C0,System__Board_B0__Cluster_C0__CRAM_Bank0_C0,System__Board_B0__Cluster_C0__PE_P02__CPU_P02,System__Board_B0__Cluster_C0__PE_P02__CPU_P02__Store_Aligned_Word,3,4,3.05,3.8,10.8,4.15
